Run,Event,type1,Q1,pt1,eta1,phi1,E1,px1,py1,pz1,type2,Q2,pt2,eta2,phi2,E2,px2,py2,pz2,M
166699,835716681,G,1,4.2116,2.2366,-0.4849,19.9382,3.7261,-1.9631,19.4881,T,-1,1.2556,2.2683,-1.4488,6.1319,0.1528,-1.2463,6.0011,2.1330
166699,836133459,G,-1,2.1479,-2.0159,-2.7753,8.2066,-2.0055,-0.7692,-7.9199,G,1,19.5453,-1.0826,-0.3408,32.1613,18.4210,-6.5332,-25.5406,13.6786
166699,836165498,G,1,21.0732,1.5948,-1.1137,54.0560,9.2997,-18.9102,49.7791,T,-1,2.3864,1.5352,-1.7388,5.7968,-0.3991,-2.3528,5.2818,4.3813
166699,836249706,G,1,18.5889,1.6422,1.1923,49.8180,6.8688,17.2734,46.2199,G,-1,1.8721,1.9704,1.6393,6.8459,-0.1281,1.8678,6.5841,3.2587
166699,835608783,G,-1,11.8194,0.8711,-1.5811,16.5947,-0.1214,-11.8187,11.6479,T,1,0.9408,2.0107,-1.6559,3.5779,-0.0799,-0.9374,3.4504,4.0171
166699,836183239,G,1,44.0991,1.9020,2.6466,151.0120,-38.8053,20.9495,144.4300,G,-1,37.1837,0.9808,-0.5664,56.5483,31.3765,-19.9535,42.6037,89.6863
166699,835710898,G,1,29.7279,-1.8688,-1.6514,98.6158,-2.3927,-29.6315,-94.0282,G,-1,1.9839,-2.0214,1.5645,7.6201,0.0126,1.9839,-7.3565,15.3936
166699,835970906,G,1,3.8012,-1.0865,-0.3812,6.2754,3.5283,-1.4143,-4.9920,T,-1,2.4458,-1.3674,-1.8788,5.1128,-0.7415,-2.3307,-4.4886,4.2394
166699,835830613,G,-1,30.8639,-0.0804,-2.7762,30.9639,-28.8265,-11.0280,-2.4838,T,1,3.3188,0.1867,-1.1015,3.3784,1.5010,-2.9599,0.6233,15.2795
166699,835465214,G,1,41.8052,0.6035,-0.7931,49.6519,29.3319,-29.7879,26.7885,G,-1,47.1219,0.2805,2.4113,48.9885,-35.1042,31.4352,13.3936,89.8847
166699,835804638,G,1,28.7321,-1.2306,-1.0666,53.3766,13.8813,-25.1564,-44.9835,G,-1,7.0396,-1.5433,-1.9572,17.2260,-2.6531,-6.5205,-15.7215,13.0408
166699,836223326,G,1,42.8194,-0.5367,1.6361,49.1350,-2.7951,42.7281,-24.0984,T,-1,1.8678,-1.4611,0.7194,4.2438,1.4049,1.2308,-3.8091,11.6613
166699,836227926,G,-1,10.2128,2.3398,-2.6651,53.4904,-9.0754,-4.6840,52.5063,T,1,0.7442,2.1300,-1.5287,3.1770,0.0313,-0.7435,3.0868,3.0231
166699,835420755,G,1,17.6025,-2.2446,3.0508,83.9882,-17.5299,1.5962,-82.1229,T,-1,1.2688,-2.1432,2.0387,5.4846,-0.5723,1.1324,-5.3348,4.6063
166699,835778027,G,-1,42.5054,1.4427,-0.9370,94.9693,25.1714,-34.2506,84.9261,G,1,39.5548,0.6434,2.1530,48.0276,-21.7514,33.0372,27.2408,88.6198
166699,836225043,G,-1,11.1276,2.1759,0.5391,49.6507,9.5492,5.7127,48.3876,G,1,62.3415,-0.2371,-2.1126,64.1023,-32.1500,-53.4120,-14.9210,95.0457
166699,836105358,G,-1,17.0714,1.0717,2.8747,27.8501,-16.4669,4.5026,22.0042,T,1,2.2223,1.7433,-1.1354,6.5467,0.9374,-2.0149,6.1570,11.9438
166699,836160430,G,1,16.6899,0.4152,-2.0658,18.3965,-8.0389,-14.8851,7.2270,T,-1,1.7030,2.3237,-1.6003,8.7804,-0.0503,-1.7023,8.6130,12.0445
166699,835393108,G,1,3.5695,2.3392,1.6617,18.6848,-0.3240,3.5547,18.3404,T,-1,1.6388,2.2733,0.8398,8.0430,1.0941,1.2202,7.8736,1.9389
166699,836049548,G,-1,20.1253,-1.5242,-0.3610,48.3927,18.8280,-7.1089,-44.0092,T,1,0.7344,-2.1785,2.4081,3.2870,-0.5456,0.4917,-3.2022,7.9783
166699,835769773,G,-1,23.4693,1.1504,3.1296,40.7894,-23.4676,0.2809,33.3611,G,1,5.1526,1.3938,0.9122,11.0223,3.1532,4.0751,9.7433,19.8686
166699,836268853,G,1,3.7583,-2.2942,0.5912,18.8242,3.1204,2.0946,-18.4449,T,-1,1.6674,1.4394,-2.9337,3.7158,-1.6315,-0.3441,3.3190,16.5497
166699,836428061,G,1,18.3677,-1.2905,-0.0469,35.9071,18.3475,-0.8605,-30.8535,T,-1,1.3893,1.6737,-1.9666,3.8356,-0.5356,-1.2819,3.5736,22.6563
166699,836668105,G,1,7.3613,-1.5041,-2.0819,17.3820,-3.6007,-6.4205,-15.7460,G,-1,17.8792,-0.0828,0.8010,17.9408,12.4432,12.8387,-1.4820,28.8353
166699,837074297,G,-1,28.9342,1.9969,1.5398,108.5350,0.8979,28.9202,104.6070,T,1,3.1384,2.0077,1.9143,11.8955,-1.0569,2.9551,11.4735,3.5496
166699,836485171,G,1,2.9598,-2.1981,2.3955,13.4956,-2.1735,2.0090,-13.1667,T,-1,2.6184,-2.1815,2.7836,11.7471,-2.4524,0.9175,-11.4511,1.0746
166699,837058868,G,1,17.1631,0.6019,0.7453,20.3678,12.6133,11.6394,10.9666,T,-1,0.8505,2.3401,-2.8559,4.4570,-0.8160,-0.2397,4.3738,10.5706
166699,836874613,G,1,23.7870,-0.9233,-0.2891,42.9835,28.2208,-8.4382,-31.3042,T,-1,7.1852,-1.0013,2.8802,11.0993,-6.9412,1.8565,-8.4591,26.1643
166699,836887764,G,-1,5.3097,-2.2185,-1.7521,24.6958,-0.9574,-5.2227,-24.1181,T,1,1.1323,2.0411,-1.0919,4.4338,0.5217,-1.0050,4.2855,20.3998
166699,836858688,G,1,16.9882,1.4963,1.5732,39.8298,-0.0415,16.9882,36.0250,T,-1,1.2114,1.6051,1.5852,3.1386,-0.0175,1.2112,2.8935,0.4966
166699,837189586,G,1,8.0214,1.7439,1.5241,23.6422,0.3747,8.0127,22.2396,G,-1,6.1287,-0.6835,-0.1492,7.6177,6.0606,-0.9109,-4.5230,23.9039
166699,837354250,G,1,8.7796,2.3182,-2.0503,45.0208,-4.0502,-7.7895,44.1563,T,-1,1.9429,2.2267,-2.2658,9.1102,-1.2442,-1.4923,8.9000,0.9653
166699,837334089,G,1,5.2835,-2.3938,0.9057,29.1821,3.2606,4.1574,-28.6996,G,-1,5.5346,0.5906,-1.7213,6.5292,-0.8299,-5.4720,3.4623,25.1130
166699,836747309,G,1,2.7386,-2.1826,-1.8856,12.2996,-0.8479,-2.6041,-11.9903,T,-1,2.2961,-2.2604,-2.2985,11.1262,-1.5273,-1.7145,-10.8862,1.0465
166699,837079527,G,1,6.6977,1.1008,-1.3434,11.1827,1.5103,-6.5252,8.9545,T,-1,1.1498,-2.1873,1.2646,5.1882,0.3465,1.0963,-5.0581,14.8274
166699,836922952,G,1,33.6863,-0.1217,-1.4301,33.9361,4.7253,-33.3532,-4.1084,G,-1,6.8025,-0.6183,-0.7241,8.1456,5.0959,-4.5062,-4.4795,12.9325
166699,836945147,G,-1,27.2229,2.1717,-2.9036,120.9670,-26.4558,-6.4170,117.8640,G,1,37.2710,-0.7827,0.4129,49.2826,34.1385,14.9562,-32.2434,146.7040
166699,836967066,G,-1,24.0636,0.9773,-2.3288,36.4987,-16.5437,-17.4747,27.4425,T,1,3.5705,1.0392,-1.3310,5.6793,0.8481,-3.4683,4.4153,8.8889
166699,837417147,G,-1,8.6725,1.4554,-2.1218,19.5974,-4.5404,-7.3890,17.5737,G,1,3.7214,1.0884,-2.5175,6.1528,-3.0200,-2.1745,4.8987,3.0633
166699,837597311,G,1,2.3455,2.3043,-2.3415,11.8645,-1.6340,-1.6826,11.6299,T,-1,0.9173,1.9381,2.6385,3.2534,-0.8037,0.4423,3.1197,1.8592
166699,837981255,G,-1,3.8782,2.2936,0.2840,19.4137,3.7229,1.0865,19.0221,G,1,9.8843,2.0941,1.5033,40.7301,0.6669,9.8617,39.5124,7.1974
166699,837693886,G,-1,3.0278,-2.3494,-1.0959,16.0088,1.3843,-2.6928,-15.7196,T,1,4.4137,-2.3383,-0.7994,23.0848,3.0768,-3.1645,-22.6586,1.0807
166699,837895814,G,1,41.2852,-1.2220,-2.3753,76.1396,-29.7466,-28.6288,-63.9747,G,-1,47.3088,-0.6306,0.8471,57.0320,31.3260,35.4515,-31.8514,92.2114
166699,838134422,G,1,39.3498,0.1536,2.9315,39.8151,-38.4845,8.2068,6.0681,T,-1,0.8079,2.2748,-1.9283,3.9716,-0.2827,-0.7568,3.8871,16.1131
166699,837461224,G,-1,42.4851,-1.0259,-2.3524,66.8738,-29.9273,-30.1553,-51.6440,G,1,36.2839,-0.2429,0.6375,37.3597,29.1568,21.5964,-8.9001,84.4104
166699,837593272,G,-1,3.5561,-2.3704,0.6033,19.1947,2.9282,2.0177,-18.8621,T,1,1.1698,-2.0816,1.3981,4.7635,0.2010,1.1524,-4.6164,1.6857
166699,838104293,G,-1,47.2315,-1.6355,-0.7779,125.7940,33.6474,-33.1462,-116.5910,G,1,49.7680,-0.4184,2.1638,54.1889,-27.8126,41.2712,-21.4376,115.0740
166699,837362432,G,-1,3.9299,-1.3436,-0.2339,8.0444,3.8228,-0.9110,-7.0184,G,1,24.3448,-1.1746,-0.2223,43.1623,23.7458,-5.3673,-35.6412,1.6583
166699,837569332,G,-1,23.3262,-1.0049,-0.3983,36.1278,21.5006,-9.0463,-27.5879,G,1,39.0499,1.1327,-2.9829,66.8949,-38.5589,-6.1730,54.3141,96.8335
166699,837544284,G,-1,6.6972,1.1282,0.0101,11.4315,6.6969,0.0673,9.2637,T,1,1.3803,1.4502,-0.0080,3.1065,1.3803,-0.0110,2.7809,0.9848
166699,837850348,G,-1,17.0357,-2.2089,-2.8925,78.4976,-16.5099,-4.1999,-76.6267,T,1,1.3439,2.1205,-1.5848,5.6828,-0.0188,-1.3438,5.5206,41.5469
166699,838253884,G,-1,8.2661,1.7531,0.2635,24.5733,7.9809,2.1528,23.1410,T,1,2.0303,1.7515,1.0482,6.0275,1.0135,1.7593,5.6742,3.1328
166699,837388813,G,-1,3.7254,-1.6807,-1.5738,10.3485,-0.0110,-3.7254,-9.6541,T,1,1.3128,-2.0291,-1.5907,5.0809,-0.0262,-1.3126,-4.9073,0.7754
166699,837927449,G,-1,5.0447,1.2023,-2.5781,9.1524,-4.2647,-2.6947,7.6358,T,1,1.0134,2.3543,-2.4218,5.3851,-0.7620,-0.6681,5.2878,2.7738
166699,837493502,G,1,1.8066,-2.0943,-1.3803,7.4465,0.3421,-1.7739,-7.2232,G,-1,18.0004,-1.6336,-1.6702,47.8564,-1.7867,-17.9115,-44.3420,3.1211
166699,837761565,G,1,22.2425,0.4285,-3.0145,24.2953,-22.0438,-2.8180,9.8172,T,-1,7.3228,0.4825,-2.9833,8.1926,-7.2313,-1.1541,3.6721,0.7957
166699,838179810,G,-1,17.9615,0.5153,-1.4734,20.5276,1.7591,-17.9882,9.7316,T,1,1.0754,2.0269,-0.3193,4.1535,1.0210,-0.3376,4.0105,8.7290
166699,838202186,G,-1,18.3761,-0.5805,-1.5497,21.5608,0.3880,-18.3720,-11.2773,T,1,4.8920,-0.4311,-0.9198,5.3548,2.9645,-3.8915,-2.1751,6.0426
166699,837528123,G,-1,7.9526,0.9606,-0.0419,11.9136,7.9456,-0.3333,8.8701,G,1,19.9123,0.8209,-1.3254,27.0072,4.8382,-19.3156,18.2450,15.1673
166699,837647235,G,-1,19.0024,-1.0915,-1.8423,31.4915,-5.0960,-18.3064,-25.1119,T,1,1.2705,1.5511,0.7399,3.1328,0.9384,0.8566,2.8617,19.5410
166699,838079515,G,-1,29.1927,1.8667,-2.8100,96.6524,-27.6028,-9.5026,92.1383,G,1,26.0389,-0.3715,0.4517,27.8568,23.4275,11.3655,-9.8978,93.3706
166699,838088307,G,1,12.0965,0.4774,-1.0395,13.5015,6.1283,-10.4293,5.9962,G,-1,17.6846,0.3803,-0.8491,18.9794,11.6831,-13.2759,6.8892,3.1223
166699,838883455,G,-1,44.2580,1.7044,2.1755,125.6960,-25.1598,36.4110,117.6470,T,1,1.0582,2.0670,2.9785,4.2487,-1.0442,0.1718,4.1134,5.9026
166699,839158895,G,-1,36.9939,-2.2979,-0.2806,185.9570,35.5472,-10.2443,-182.2400,T,1,1.4921,-2.0387,0.3628,5.8278,1.3949,0.5295,-5.6326,5.0792
166699,839320647,G,-1,33.7002,2.0127,-1.4181,128.3480,5.1274,-33.3079,123.8440,T,1,2.1500,1.8280,-0.6051,6.8618,1.7683,-1.2230,6.5154,6.9126
166699,838834929,G,-1,35.9731,0.4898,-2.5332,40.3755,-29.5180,-20.5609,18.3331,T,1,0.8052,-2.1443,1.3106,3.4855,0.2071,0.7782,-3.3895,21.2093
166699,838891914,G,1,8.5663,-0.0573,0.5341,7.9862,6.8576,4.0662,-0.4565,T,-1,1.2019,-1.8972,2.1079,4.0981,-0.6149,1.0326,-3.9165,8.1560
166699,839232566,G,1,36.7601,-0.6932,3.1302,45.9508,-36.7577,0.4174,-27.5711,T,-1,9.7562,-0.8607,2.7443,13.5994,-8.9961,3.7754,-9.4735,7.9289
166699,839229406,G,1,4.1441,2.2383,-2.1911,19.6510,-2.4087,-3.3722,19.2087,T,-1,1.3915,1.8363,2.9312,4.4771,-1.3608,0.2906,4.2540,2.8074
166699,838455651,G,1,2.2312,-2.2643,-3.1286,10.8533,-2.2310,-0.0290,-10.6209,T,-1,1.1618,-2.0533,2.0927,4.6029,-0.5792,1.0071,-4.4526,1.6656
166699,838835819,G,1,17.7646,-0.9540,2.4190,26.4801,-13.3257,11.7476,-19.6367,T,-1,1.0208,2.0828,-2.4998,4.1619,-0.8177,-0.6111,4.0334,19.2694
166699,838863795,G,-1,3.9368,1.1871,-0.9446,7.0529,2.3071,-3.1900,5.8509,T,1,1.5426,1.7853,1.3503,4.7284,0.3374,1.5052,4.4684,4.7361
166699,838637768,G,-1,33.8048,-1.0871,2.0949,55.8265,-16.9171,29.2673,-44.4277,G,1,6.9872,0.4135,-1.1480,7.5937,2.8669,-6.3719,2.9720,39.7723
166699,838498076,G,1,4.2016,2.1268,2.1621,17.8721,-2.3420,3.4884,17.3709,T,-1,1.3779,1.5967,1.0258,3.5423,0.7143,1.1783,3.2616,2.8929
166699,838803316,G,1,40.9021,-0.4979,-2.6102,46.6063,-35.6662,-20.9625,-21.4623,T,-1,2.2006,2.1942,-2.8225,9.9959,-2.0895,-0.6904,9.7500,34.0416
166699,839009076,G,1,4.0862,2.2639,0.2554,19.8675,3.9537,1.0325,19.4425,T,-1,1.1107,-1.8411,2.4937,3.5902,-0.8857,0.6703,-3.4125,16.7603
166699,838450201,G,-1,17.1056,1.3603,0.6612,35.5272,13.5006,10.5040,31.1379,G,1,2.0142,1.8777,0.7430,6.7396,1.4833,1.3626,6.4307,3.1084
166699,838451555,G,-1,18.6200,1.8399,-2.5962,60.0913,-15.9190,-9.6585,57.1336,G,1,11.8687,1.2533,-2.7796,22.4767,-11.0997,-4.2028,19.0873,9.2544
166699,838824795,G,-1,8.8441,1.5662,-2.9447,22.0989,-8.6731,-1.7304,20.2517,T,1,3.2774,0.2422,-2.1644,3.3756,-1.8331,-2.7168,0.8016,8.6864
166699,838388208,G,-1,19.4534,0.3604,-0.3347,20.7310,18.3742,-6.3894,7.1644,T,1,4.0978,0.2899,-0.0414,4.2725,4.0943,-0.1697,1.2045,2.6837
166699,838933992,G,1,20.2509,-0.4538,0.7644,22.5246,14.7175,14.1100,-9.5734,T,-1,1.8703,-1.3031,2.4087,3.6977,-1.3902,1.2512,-3.1880,10.5034
166699,839600146,G,1,11.6893,-1.5310,3.1284,28.2835,-11.6883,0.1546,-25.7547,G,-1,30.2968,1.4042,0.0847,65.4111,30.1882,2.5628,57.9716,85.9714
166699,839992266,G,-1,7.1023,0.2840,3.0002,7.3914,-7.0314,1.0010,2.0443,T,1,1.3610,1.5643,1.8500,3.3963,-0.3751,1.3082,3.1099,5.4377
166699,839713991,G,-1,17.8469,1.0876,-2.0379,29.4858,-8.0363,-15.9352,23.4710,G,1,4.6342,1.0665,-1.9937,7.5301,-1.9019,-4.2259,5.9343,0.4452
166699,839781423,G,-1,5.9344,1.1714,0.9575,10.4937,3.4158,4.8527,8.6539,T,1,0.7175,-2.0096,-1.0377,2.7264,0.3646,-0.6179,-2.6282,10.3039
166699,839805387,G,1,21.8797,1.6929,-0.1529,61.4745,21.6245,-3.3320,57.4490,T,-1,1.5167,2.2774,-0.6691,7.4733,1.1896,-0.9408,7.3170,4.5068
166699,840059547,G,-1,16.9898,-2.2857,1.0663,84.3933,8.2124,14.8732,-82.6653,T,1,1.2700,-2.2140,1.5548,5.8819,0.0203,1.2698,-5.7422,2.2713
166699,840229275,G,1,19.5803,1.5859,-0.5529,49.8176,16.6626,-10.2833,45.8082,T,-1,0.8659,2.2389,-1.4895,4.1101,0.0703,-0.8631,4.0164,4.6159
166699,839407943,G,1,23.9255,1.4148,-1.0752,52.1428,11.3790,-21.0463,46.3296,G,-1,5.7773,1.4452,-1.1305,12.9365,2.4622,-5.2263,11.5744,0.7422
166699,840129087,G,-1,3.7697,0.9715,2.6404,5.6838,-3.3002,1.8085,4.2582,T,1,2.3573,2.3371,-0.4267,12.3149,2.1459,-0.9757,12.0867,7.4033
166699,840267382,G,-1,8.0823,-1.7619,2.1091,24.2291,-4.1439,6.9392,-22.8410,T,1,1.3620,-2.1766,2.9907,6.0822,-1.3466,0.2047,-5.9268,3.1521
166699,839935537,G,1,3.7894,-2.2183,-2.2164,17.6225,-2.2799,-3.0268,-17.2099,G,-1,23.2944,-2.3480,-1.9206,123.0020,-7.9842,-21.8834,-120.7760,3.0251
166699,839639336,G,1,16.7200,-1.3096,-2.3166,33.2279,-11.3458,-12.2814,-28.7145,G,-1,3.3881,-1.4720,-2.4129,7.7717,-2.5277,-2.2561,-6.9935,1.4217
166699,839996976,G,-1,11.6110,0.6822,-2.7299,14.4193,-10.6409,-4.6461,8.5493,G,1,17.1686,-0.5107,0.5284,19.4565,14.8266,8.6563,-9.1534,33.3700
166699,839344366,G,-1,3.0938,-1.6530,2.4051,8.3760,-2.2920,2.0780,-7.7830,G,1,34.9562,0.3212,-2.6695,36.7757,-31.1328,-15.8961,11.4237,26.7804
166699,839797270,G,1,2.2898,-1.6033,1.3764,5.9208,0.4424,2.2466,-5.4591,T,-1,0.7680,-2.0530,-0.1780,3.0429,0.7558,-0.1360,-2.9426,1.9548
166699,839975918,G,-1,5.2071,1.1383,3.0100,8.9615,-5.1621,0.6832,7.2927,T,1,2.4006,1.4253,-1.8956,5.2821,-0.7661,-2.2751,4.7039,4.6084
166699,840259862,G,1,1.1101,-1.7534,2.3063,3.2715,-0.7389,0.8150,-3.0792,T,-1,1.5596,-1.4058,0.5453,3.3736,1.3334,0.8089,-2.9896,2.0805
166699,839604688,G,-1,3.4942,2.2402,0.4665,16.6013,3.1208,1.5716,16.2290,T,1,0.8104,2.0089,1.7814,3.0770,-0.1694,0.7925,2.9665,2.0934
166699,839830920,G,-1,2.9401,-2.1109,-2.2093,12.3142,-1.7523,-2.3608,-11.9576,T,1,1.4931,-1.7382,-1.2382,4.3782,0.4875,-1.4112,-4.1143,2.1075
166699,840271760,G,1,49.0482,-0.9105,-2.1887,70.8217,-28.4146,-39.9792,-51.0879,G,-1,44.3060,-0.5140,1.5741,50.2897,-0.1483,44.3058,-23.7910,90.7001
166699,840041436,G,-1,12.2395,-0.1420,-0.2845,12.3635,11.7475,-3.4353,-1.7439,T,1,1.3205,-2.2569,-1.7358,6.3774,-0.2169,-1.3025,-6.2383,11.4915
166699,839360845,G,-1,4.8020,-2.2026,2.7402,21.9913,-4.4204,1.8760,-21.4603,T,1,0.7483,2.1506,0.2853,3.2593,0.7181,0.2106,3.1705,16.8794
166699,839377637,G,-1,58.5195,-1.8708,2.5465,194.5030,-48.4607,32.8038,-185.4900,G,1,35.6631,-0.9458,-1.4656,52.8377,3.7450,-35.4659,-38.9866,93.7050
166699,839439629,G,1,3.5786,2.2255,2.8764,16.7587,-3.4535,0.9378,16.3718,T,-1,1.4528,2.3041,2.2824,7.3482,-0.9488,1.1002,7.2023,1.3466
166699,839588269,G,-1,2.8731,-2.3787,1.4126,5.8609,0.2597,1.0445,-5.7602,T,1,1.4278,-2.3581,2.6566,7.6148,-1.2631,0.6656,-7.4790,2.3605
166699,840837420,G,1,2.7570,2.3675,-1.6503,14.8385,-0.2189,-2.7483,14.5798,T,-1,1.1970,1.6537,-2.9365,3.2441,-1.1720,-0.2438,3.0134,2.5498
166699,840732205,G,-1,34.0971,1.5624,-1.9062,84.9036,-11.2214,-32.1977,77.7561,G,1,30.0294,-0.1504,1.3329,30.3698,7.0781,29.1833,-4.5335,88.8826
166699,840851050,G,1,44.2469,-1.2852,-0.3225,86.1027,41.9651,-14.0256,-73.8639,G,-1,46.3227,-0.9224,2.7052,67.4651,-41.9816,19.5788,-49.0483,91.8954
166699,840616526,G,1,47.3000,0.0114,-0.6148,47.3032,38.6396,-27.2815,0.5411,G,-1,44.6774,0.0711,2.5983,44.7904,-38.2437,23.0974,3.1776,91.9223
166699,840880102,G,1,20.3981,1.1697,0.1270,36.0178,20.2339,2.5831,29.6849,G,-1,19.9969,0.3040,-2.9765,20.9283,-19.7251,-3.2862,6.1730,44.2298
166699,841219222,G,-1,22.7426,-1.4259,1.8388,50.0554,-6.0219,21.9309,-44.5904,G,1,24.3386,1.0410,-1.5504,38.7623,0.4962,-24.3335,30.1685,87.4314
166699,840792867,G,1,13.8773,-1.6235,0.3493,36.5546,13.0391,4.7500,-33.8179,G,-1,37.2121,-0.6303,-2.5970,44.8518,-31.8284,-19.2795,-25.0385,50.9778
166699,840897682,G,-1,64.4855,0.2332,-2.5914,68.7486,-57.0355,-34.9936,15.7723,G,1,13.1928,0.1745,-2.5882,13.2059,-11.0652,-6.8374,2.2793,1.7160
166699,841018818,G,1,3.3791,-1.5832,-0.3392,8.5765,3.1866,-1.1243,-7.8820,T,-1,2.7981,-1.2212,-1.6764,5.1579,-0.2950,-2.7825,-4.3317,3.9732
166699,840871297,G,-1,32.0224,-1.3229,-1.4696,64.3726,3.2346,-31.8586,-55.8425,G,1,6.8717,-1.1640,-1.3366,12.0772,1.5944,-6.6842,-9.9312,3.0740
166699,840679014,G,1,4.1962,2.3659,-0.8475,22.5498,2.7774,-3.1455,22.1557,T,-1,0.8178,2.1773,-0.9591,3.6555,0.4696,-0.6695,3.5613,0.4064
166699,840435604,G,1,4.0525,-1.6635,0.9122,11.0785,2.4802,3.2048,-10.3102,T,-1,2.3293,-1.3447,-0.4696,4.7737,2.0771,-1.0541,-4.1655,4.0372
166699,840952373,G,1,4.0410,1.4062,1.9997,8.7405,-1.6806,3.6750,7.7496,G,-1,18.9048,-0.2239,0.9174,19.3811,11.4927,15.0103,-4.2692,18.2551
166699,841030293,G,1,34.6672,1.3824,-1.3324,73.4166,8.1865,-33.6867,64.7162,G,-1,25.8889,-0.6590,2.0581,31.7171,-12.1217,22.8757,-18.3229,93.6395
166699,841678844,G,-1,17.6937,1.7251,0.3034,51.2365,16.8857,5.2860,48.0843,T,1,1.2705,1.6831,1.5238,3.5387,0.0597,1.2691,3.3011,5.4375
166699,841819364,G,-1,29.6189,-2.3724,1.6742,160.1910,-3.0559,29.4609,-157.4290,G,1,122.9590,-1.2342,2.4682,229.1130,-96.1181,76.6833,-193.3230,86.1895
166699,842109550,G,-1,1.1934,-2.3371,0.7329,6.2352,0.8870,0.7984,-6.1190,T,1,2.9057,-2.0855,1.7627,11.8746,-0.5542,2.8524,-11.5131,1.8933
166699,842090235,G,1,31.3956,1.2468,1.4253,59.1265,4.5524,31.0638,50.1024,G,-1,15.1809,-0.5234,-1.2845,17.4392,4.3204,-14.6720,-8.3773,61.2008
166699,841841471,G,1,2.3533,2.3229,-1.9738,12.1239,-0.9229,-2.1648,11.8928,T,-1,2.4062,2.2811,-2.7526,11.8985,-2.2264,-0.9125,11.6522,1.8095
166699,842058303,G,-1,31.4812,-0.9329,2.5870,46.2023,-26.7626,16.5780,-33.8168,T,1,2.0027,-1.6452,-0.7053,5.3831,1.5249,-1.2982,-4.9956,16.8560
166699,842293847,G,-1,26.4456,-0.8423,0.4857,36.3941,23.3877,12.3446,-25.0030,T,1,8.2104,-0.9574,0.6566,12.2697,6.5030,5.0121,-9.1172,3.0350
166699,841680944,G,1,3.6051,1.3247,-2.5204,7.2594,-2.9317,-2.0981,6.3001,G,-1,3.3412,0.1898,-2.9947,3.4032,-3.3052,-0.4890,0.6380,4.4621
166699,841983192,G,-1,5.2911,-0.4018,-0.7645,5.7249,3.8185,-3.6625,-2.1836,G,1,17.0470,-0.2232,-0.8121,17.4738,11.7278,-12.3717,-3.8372,1.7571
166699,842041200,G,-1,1.0940,-1.8409,-2.6087,3.5504,-0.9458,-0.5591,-3.3745,T,1,1.7338,-2.1952,-1.3222,7.8834,0.4265,-1.6805,-7.6897,1.7234
166699,842105534,G,-1,10.0249,-0.0112,2.8262,10.0261,-9.5303,3.1099,-0.1127,G,1,17.9654,0.0135,2.8064,17.9673,-16.9654,5.9100,0.2430,0.4254
166699,841809976,G,-1,1.3370,2.3182,-3.0556,6.8564,-1.3320,-0.1148,6.7240,T,1,4.3811,2.1420,-2.3876,18.9128,-3.1938,-2.9989,18.3981,1.6432
166699,841749657,G,1,30.4587,-0.0675,-0.7893,30.5284,21.4524,-21.6224,-2.0587,G,-1,16.6793,-0.0417,-0.7950,16.6941,11.6805,-11.9065,-0.6962,0.5954
166699,841794545,G,-1,4.5974,-2.2441,0.4858,21.9245,4.0655,2.1466,-21.4368,T,1,3.1389,-1.7835,0.9522,9.6035,1.8203,2.5572,-9.0754,2.4896
166699,841928777,G,-1,48.4225,-0.5584,-2.7685,56.1688,-45.0912,-17.6500,-28.4638,G,1,37.7387,0.1713,0.5650,38.2936,31.8731,20.2068,6.4947,90.8802
166699,841738649,G,-1,39.9367,1.6328,-1.4184,106.1060,6.0625,-39.4739,98.3029,G,1,73.1609,1.0406,0.4457,116.4740,66.0139,31.5386,90.6289,92.6733
166699,842223288,G,1,4.5189,-2.0847,1.9747,18.4518,-1.7760,4.1552,-17.8896,G,-1,19.1235,-0.8896,2.0911,27.2038,-9.5071,16.5928,-19.3476,11.8317
166699,842117259,G,-1,2.5906,2.2902,1.6323,12.9246,-0.1592,2.5857,12.6619,T,1,1.8761,2.1694,2.5184,8.3182,-1.5234,1.0949,8.1032,1.9089
166699,842174842,G,1,7.0087,-2.3147,-1.3549,35.8180,1.5012,-6.8460,-35.1254,G,-1,19.3498,-1.1475,1.2911,33.5508,5.3413,18.5980,-27.4085,26.7685
166699,841331709,G,1,30.6743,0.4645,1.3903,34.0440,5.5053,30.1763,14.7671,T,-1,10.3765,0.5309,1.3682,11.8736,2.0874,10.1643,5.7707,1.2474
166699,842212556,G,1,8.0402,-1.6661,3.0912,22.0328,-8.0299,0.4051,-20.5132,G,-1,17.9327,-0.5356,-0.0424,20.5677,17.9166,-0.7603,-10.0715,27.9546
166699,842176238,G,1,32.8768,1.1005,-3.1262,54.8787,-32.8729,-0.5051,43.9406,G,-1,37.5772,-0.3991,-0.0018,40.6094,37.5771,-0.0662,-15.3970,90.9986
166699,841725364,G,1,1.9088,-1.6619,1.5698,5.2112,0.0019,1.9088,-4.8479,G,-1,7.0918,0.2906,-1.3925,7.3940,1.2574,-6.9794,2.0897,11.1328
166699,842049524,G,-1,46.1222,0.8545,2.2217,64.0122,-27.9457,36.6919,44.3879,G,1,47.6150,0.9873,-0.5583,72.7714,40.3859,-25.2223,55.0317,92.4075
